"Story","Title","Result","Date","Stability","Duration (s)"
"Search the cheapest plane ticket on the Despegar webpage","Search the cheapest ticket for tomorrow on the Medellín - Santa Marta route","SUCCESS","2021-03-30T16:48:54.279-05:00[America/Bogota]","0.0","39.46"
