"Story","Title","Result","Date","Stability","Duration (s)"
"Search the cheapest accommodation on the Despegar webpage","Find the cheapest accommodation for tomorrow and the day after in Santa Marta","SUCCESS","2021-03-30T10:03:47.627-05:00[America/Bogota]","0.0","40.95"
